x,kde,ekf_gaussian
-30.736062384699203,4.392282978564586e-08,1.3912185358218915e-14
-30.701113113452511,4.6262136029836542e-08,1.5961038345301904e-14
-30.666163842205815,4.8721317139094379e-08,1.8305912126858938e-14
-30.63121457095912,5.1306256826070799e-08,2.0988724759577426e-14
-30.596265299712428,5.4023113800411301e-08,2.4057205506961971e-14
-30.561316028465733,5.687833391299152e-08,2.7565682561449381e-14
-30.526366757219037,5.9878662801342608e-08,3.1575975022024418e-14
-30.491417485972342,6.3031159055280717e-08,3.6158402577454795e-14
-30.45646821472565,6.6343207922392751e-08,4.1392928033418026e-14
-30.421518943478954,6.9822535573699303e-08,4.7370449715635837e-14
-30.386569672232259,7.3477223950490761e-08,5.4194262904877274e-14
-30.351620400985567,7.7315726214043162e-08,6.1981711840411015e-14
-30.316671129738872,8.1346882820633222e-08,7.0866056496176276e-14
-30.281721858492176,8.5579938245012184e-08,8.0998581322140052e-14
-30.246772587245484,9.0024558376267082e-08,9.2550976489231283e-14
-30.211823315998789,9.46908486107757e-08,1.0571802592123946e-13
-30.176874044752093,9.9589372667754035e-08,1.207206405872035e-13
-30.141924773505401,1.0473117215374416e-07,1.3780928021422822e-13
-30.106975502258706,1.1012778690321231e-07,1.5726781182003441e-13
-30.072026231012011,1.1579127612330628e-07,1.7941785931996902e-13
-30.037076959765315,1.2173424037171966e-07,2.0462370500464494e-13
-30.002127688518623,1.2796984439750993e-07,2.3329781098923622e-13
-29.967178417271928,1.3451184087567233e-07,2.6590703688992439e-13
-29.932229146025232,1.4137459506721312e-07,3.0297963908217036e-13
-29.89727987477854,1.4857311043747761e-07,3.4511314704517901e-13
-29.862330603531845,1.5612305526648023e-07,3.9298322361371052e-13
-29.82738133228515,1.6404079028601548e-07,4.4735362857185083e-13
-29.792432061038454,1.7234339737941854e-07,5.0908741907676848e-13
-29.757482789791762,1.8104870938089449e-07,5.7915953605152886e-13
-29.722533518545067,1.9017534101247739e-07,6.5867094311056404e-13
-29.687584247298371,1.9974272099779471e-07,7.488645039717297e-13
-29.652634976051679,2.0977112539300302e-07,8.5114280587954865e-13
-29.617685704804984,2.2028171217643736e-07,9.6708816055004451e-13
-29.582736433558289,2.3129655713973012e-07,1.0984850408090024e-12
-29.547787162311593,2.4283869112442706e-07,1.2473452407198072e-12
-29.512837891064901,2.5493213864937913e-07,1.4159360798995702e-12
-29.477888619818206,2.6760195797550883e-07,1.6068120092527469e-12
-29.442939348571514,2.8087428265585382e-07,1.8228500158924451e-12
-29.407990077324818,2.9477636462020402e-07,2.0672892699961084e-12
-29.373040806078123,3.0933661884496233e-07,2.3437755062162988e-12
-29.338091534831428,3.2458466966035203e-07,2.6564106875546593e-12
-29.303142263584732,3.4055139874848231e-07,3.0098085608669694e-12
-29.26819299233804,3.5726899488728901e-07,3.4091567810208875e-12
-29.233243721091345,3.7477100549687922e-07,3.8602863558544635e-12
-29.198294449844653,3.9309239004628953e-07,4.3697492472268463e-12
-29.163345178597957,4.1226957538033226e-07,4.9449050554386e-12
-29.128395907351262,4.3234051302767302e-07,5.5940178160159336e-12
-29.093446636104566,4.5334473855301875e-07,6.3263640503000465e-12
-29.058497364857875,4.7532343301787622e-07,7.1523533355262043e-12
-29.023548093611179,4.9831948661606042e-07,8.0836627973148674e-12
-28.988598822364484,5.2237756455180766e-07,9.133387079011391e-12
-28.953649551117792,5.4754417523014393e-07,1.0316205509536969e-11
-28.918700279871096,5.7386774083089633e-07,1.1648568375888691e-11
-28.883751008624401,6.0139867033950067e-07,1.3148904409858762e-11
-28.848801737377705,6.3018943510968973e-07,1.4837851822790549e-11
-28.813852466131014,6.6029464703488591e-07,1.6738515469269837e-11
-28.778903194884318,6.917711394071121e-07,1.887675299279177e-11
-28.743953923637623,7.2467805054404568e-07,2.1281493106053039e-11
-28.709004652390931,7.5907691026690649e-07,2.3985089488251342e-11
-28.674055381144235,7.9503172931373869e-07,2.7023714144485459e-11
-28.63910610989754,8.3260909177465644e-07,3.0437794471187913e-11
-28.604156838650844,8.7187825063773317e-07,3.4272498709922005e-11
-28.569207567404153,9.1291122653614828e-07,3.857827495351551e-11
-28.534258296157457,9.5578290978937072e-07,4.3411449397483883e-11
-28.499309024910762,1.0005711658331845e-06,4.8834890110384674e-11
-28.46435975366407,1.0473569441355704e-06,5.4918743233966945e-11
-28.429410482417374,1.0962243906975498e-06,6.1741249222922114e-11
-28.394461211170679,1.1472609642402394e-06,6.938964750035358e-11
-28.359511939923983,1.2005575561816585e-06,7.7961178744971076e-11
-28.324562668677292,1.256208614508943e-06,8.7564194946047136e-11
-28.289613397430596,1.314312271653937e-06,9.8319388369694893e-11
-28.254664126183904,1.3749704764822406e-06,1.1036115168275537e-10
-28.219714854937209,1.4382891305083428e-06,1.2383908268719959e-10
-28.184765583690513,1.5043782284513614e-06,1.3891964843738964e-10
-28.149816312443818,1.5733520032486166e-06,1.5578802495511382e-10
-28.114867041197122,1.645329075646282e-06,1.7465013033343901e-10
-28.079917769950431,1.7204326084888045e-06,1.9573487074207191e-10
-28.044968498703735,1.7987904658311893e-06,2.1929662072648892e-10
-28.010019227457043,1.8805353770003656e-06,2.4561796124426192e-10
-27.975069956210348,1.9658051057345636e-06,2.7501270111961729e-10
-27.940120684963652,2.0547426245315623e-06,3.0782921003675852e-10
-27.905171413716957,2.1474962943394502e-06,3.4445409385167652e-10
-27.870222142470265,2.2442200497256004e-06,3.8531624589866462e-10
-27.83527287122357,2.3450735896621138e-06,4.308913111221878e-10
-27.800323599976874,2.450222574068197e-06,4.8170660329795559e-10
-27.765374328730182,2.5598388262524951e-06,5.3834651934250289e-10
-27.730425057483487,2.6741005414006408e-06,6.0145849877268539e-10
-27.695475786236791,2.7931925012554867e-06,6.7175958079202115e-10
-27.660526514990096,2.9173062951402116e-06,7.5004361627866158e-10
-27.625577243743404,3.0466405474763942e-06,8.3718919716008788e-10
-27.590627972496709,3.1814011519518103e-06,9.34168371316007e-10
-27.555678701250013,3.321801512494542e-06,1.0420562172881127e-09
-27.520729430003321,3.4680627912128908e-06,1.1620413597321563e-09
-27.485780158756626,3.6204141634623046e-06,1.2954375137638181e-09
-27.45083088750993,3.7790930802027766e-06,1.4436961541690028e-09
-27.415881616263235,3.9443455378127476e-06,1.6084204139189395e-09
-27.380932345016543,4.1164263555272705e-06,1.7913803255985919e-09
-27.345983073769847,4.2955994606705826e-06,1.9945295292786976e-09
-27.311033802523156,4.4821381818549037e-06,2.2200235810925209e-09
-27.27608453127646,4.6763255503200871e-06,2.4702400083802011e-09
-27.241135260029765,4.8784546095895984e-06,2.7478002697992215e-09
-27.206185988783069,5.0888287336213819e-06,3.0555937923404359e-09
-27.171236717536374,5.307761953633162e-06,3.3968042718065913e-09
-27.136287446289682,5.5355792937839402e-06,3.7749384390839118e-09
-27.101338175042986,5.7726171158952723e-06,4.1938575115504774e-09
-27.066388903796295,6.0192234733969389e-06,4.6578115673043626e-09
-27.031439632549599,6.2757584746844984e-06,5.171477099659005e-09
-26.996490361302904,6.5425946560759102e-06,5.7399980306341805e-09
-26.961541090056208,6.8201173645578204e-06,6.3690304850861731e-09
-26.926591818809513,7.1087251505118605e-06,7.0647916517703457e-09
-26.891642547562821,7.4088301706133527e-06,7.8341130841422798e-09
-26.856693276316125,7.7208586010960511e-06,8.6844988222016339e-09
-26.821744005069434,8.0452510615768219e-06,9.6241887472984567e-09
-26.786794733822738,8.3824630496363732e-06,1.0662227614700997e-08
-26.751845462576043,8.7329653863513769e-06,1.180854024400973e-08
-26.716896191329347,9.0972446729757999e-06,1.3074013385358927e-08
-26.681946920082655,9.4758037589682106e-06,1.4470584819934845e-08
-26.64699764883596,9.8691622215636136e-06,1.6011340296836935e-08
-26.612048377589264,1.0277856857087394e-05,1.7710618954898903e-08
-26.577099106342573,1.0702442184210597e-05,1.9584127927968199e-08
-26.542149835095877,1.1143490959344709e-05,2.1649066885509533e-08
-26.507200563849182,1.1601594704373776e-05,2.392426331747643e-08
-26.472251292602486,1.2077364246922946e-05,2.6430319433406488e-08
-26.437302021355794,1.2571430273360177e-05,2.9189771610871233e-08
-26.402352750109099,1.3084443894728645e-05,3.2227263398005531e-08
-26.367403478862403,1.361707722580541e-05,3.5569733149108396e-08
-26.332454207615712,1.4170023977482326e-05,3.9246617451526478e-08
-26.297504936369016,1.4744000062662669e-05,4.329007158647151e-08
-26.262555665122321,1.5339744215865718e-05,4.7735208356389441e-08
-26.227606393875625,1.5958018626731297e-05,5.2620356707312975e-08
-26.192657122628933,1.6599609587612459e-05,5.7987341676571293e-08
-26.157707851382238,1.7265328155444328e-05,6.3881787304694583e-08
-26.122758580135546,1.7956010828072667e-05,7.0353444265611007e-08
-26.087809308888851,1.8672520235226453e-05,7.7456544091744392e-08
-26.052860037642155,1.9415745844312075e-05,8.5250182000634319e-08
-26.01791076639546,2.0186604681207235e-05,9.3798730467743986e-08
-25.982961495148764,2.0986042066227555e-05,1.0317228583646357e-07
-25.948012223902072,2.1815032365434907e-05,1.1344715041146621e-07
-25.913062952655377,2.2674579757455399e-05,1.2470635264591668e-07
-25.878113681408685,2.3565719015966543e-05,1.3704020820699106e-07
-25.84316441016199,2.4489516308013757e-05,1.5054692488827259e-07
-25.808215138915294,2.5447070008307069e-05,1.6533325453215119e-07
-25.773265867668599,2.6439511529647472e-05,1.8151519533108447e-07
-25.738316596421907,2.7468006169625075e-05,1.9921874809367543e-07
-25.703367325175211,2.8533753973726422e-05,2.185807302907792e-07
-25.668418053928516,2.9637990614981613e-05,2.3974965193848695e-07
-25.633468782681824,3.0781988290277288e-05,2.6288665762966665e-07
-25.598519511435128,3.1967056633453434e-05,2.8816653929400118e-07
-25.563570240188433,3.3194543645294493e-05,3.1577882454885226e-07
-25.528620968941738,3.4465836640521066e-05,3.4592894580040395e-07
-25.493671697695042,3.5782363211876737e-05,3.7883949556663645e-07
-25.45872242644835,3.714559221139962e-05,4.1475157382167974e-07
-25.423773155201658,3.8557034748958949e-05,4.5392623350525805e-07
-25.388823883954963,4.0018245208127012e-05,4.9664603070186912e-07
-25.353874612708267,4.1530822279449064e-05,5.4321668637271071e-07
-25.318925341461572,4.3096410011165036e-05,5.9396886691955928e-07
-25.283976070214877,4.4716698877423439e-05,6.4926009127434756e-07
-25.249026798968185,4.6393426864021379e-05,7.0947677264172419e-07
-25.214077527721489,4.8128380571692586e-05,7.7503640347484732e-07
-25.179128256474797,4.9923396336950282e-05,8.4638989273736879e-07
-25.144178985228102,5.1780361370489118e-05,9.2402406499798418e-07
-25.109229713981406,5.3701214913126472e-05,1.0084643314177004e-06
-25.074280442734711,5.5687949409262488e-05,1.100277543225465e-06
-25.039331171488016,5.7742611697816013e-05,1.2000750388345464e-06
-25.004381900241324,5.9867304220585939e-05,1.3085158963309448e-06
-24.969432628994628,6.2064186247971819e-05,1.4263104036663542e-06
-24.934483357747936,6.433547512197044e-05,1.5542237595116926e-06
-24.899534086501241,6.6683447516357913e-05,1.6930800183740666e-06
-24.864584815254545,6.9110440713940664e-05,1.84376629424898e-06
-24.82963554400785,7.1618853900753672e-05,2.0072372377726121e-06
-24.794686272761155,7.4211149477061328e-05,2.184519802554085e-06
-24.759737001514463,7.6889854384999681e-05,2.3767183171065888e-06
-24.724787730267767,7.965756145268915e-05,2.5850198795577242e-06
-24.689838459021075,8.2516930754615383e-05,2.8107000931034687e-06
-24.65488918777438,8.547069098807483e-05,3.0551291609776481e-06
-24.619939916527684,8.8521640865444847e-05,3.3197783605367777e-06
-24.584990645280989,9.1672650522037333e-05,3.6062269169114567e-06
-24.550041374034294,9.4926662939259172e-05,3.916169297546414e-06
-24.515092102787602,9.8286695382792256e-05,4.2514229498431787e-06
-24.48014283154091,0.00010175584085548512,4.6139365050308868e-06
-24.445193560294214,0.00010533726956461951,5.0057984723195262e-06
-24.410244289047519,0.00010903423040320194,5.4292464483375625e-06
-24.375295017800823,0.00011285005244490618,5.8866768678186488e-06
-24.340345746554128,0.00011678814645226771,6.3806553224790836e-06
-24.305396475307433,0.00012085200639770801,6.9139274760187323e-06
-24.270447204060741,0.00012504521099694673,7.4894306041790919e-06
-24.235497932814049,0.00012937142525433411,8.1103057898035097e-06
-24.200548661567353,0.0001338344020196086,8.7799108038611664e-06
-24.165599390320658,0.00013843798355556351,9.5018337044197274e-06
-24.130650119073962,0.00014318610311608122,1.0279907186575465e-05
-24.095700847827267,0.00014808278653396611,1.1118223717372077e-05
-24.060751576580575,0.0001531321538179775,1.2021151490760173e-05
-24.02580230533388,0.00015833842075845016,1.2993351238660624e-05
-23.990853034087188,0.00016370590054083981,1.4039793935195692e-05
-23.955903762840492,0.00016923900536653603,1.5165779432141436e-05
-23.920954491593797,0.00017494224808021759,1.6376956064618394e-05
-23.886005220347101,0.00018082024380303879,1.7679341266987588e-05
-23.851055949100406,0.00018687771157086891,1.9079343239832707e-05
-23.816106677853714,0.00019311947597680553,2.0583783709795711e-05
-23.781157406607019,0.00019955046881713759,2.2199921824881557e-05
-23.746208135360327,0.00020617573073990631,2.3935479228647864e-05
-23.711258864113631,0.00021300041289519571,2.5798666357457195e-05
-23.676309592866936,0.00022002977858622696,2.7798210005661712e-05
-23.64136032162024,0.00022726920492032951,2.9943382204236482e-05
-23.606411050373545,0.00023472418445881144,3.2244030458942394e-05
-23.571461779126853,0.00024240032686472508,3.4710609394598902e-05
-23.536512507880158,0.00025030336054750218,3.7354213852460129e-05
-23.501563236633466,0.00025843913430337442,4.0186613488006826e-05
-23.46661396538677,0.00026681361895050795,4.3220288916702645e-05
-23.431664694140075,0.00027543290895769274,4.64684694553687e-05
-23.396715422893379,0.0002843032240654484,4.9945172506851743e-05
-23.361766151646684,0.00029343091089833854,5.3665244635530368e-05
-23.326816880399992,0.00030282244456726832,5.7644404380964348e-05
-23.2918676091533,0.00031248443026051003,6.1899286856596783e-05
-23.256918337906605,0.0003224236048221583,6.6447490179876042e-05
-23.221969066659909,0.00033264683831669034,7.1307623779468129e-05
-23.187019795413214,0.00034316113557827704,7.6499358624358712e-05
-23.152070524166518,0.0003539736377434513,8.2043479418583812e-05
-23.117121252919826,0.00036509162376570939,8.7961938804097565e-05
-23.082171981673131,0.00037652251191059606,9.4277913612836296e-05
-23.047222710426439,0.00038827386122976232,0.00010101586320737867
-23.012273439179744,0.00040035337301251719,0.00010820158994774646
-22.977324167933048,0.00041276889221326918,0.0001158623018197497
-22.942374896686353,0.00042552840885331622,0.00012402667725796586
-22.907425625439657,0.00043864005939533946,0.00013272493219380706
-22.872476354192965,0.00045211212808896631,0.0001419888893562796
-22.83752708294627,0.00046595304828572342,0.00015185204984989638
-22.802577811699578,0.00048017140372165105,0.00016234966703075428
-22.767628540452883,0.00049477592976587381,0.000173518822698113
-22.732679269206187,0.00050977551463331704,0.0001853985056147204
-22.697729997959492,0.00052517920055980191,0.00019802969236485846
-22.662780726712796,0.00054099618493767094,0.00021145543055436667
-22.627831455466104,0.00055723582141009251,0.00022572092435193123
-22.592882184219409,0.00057390762092216765,0.00024087362236559749
-22.557932912972717,0.00059102125272689893,0.00025696330784274611
-22.522983641726022,0.00060858654534412906,0.00027404219117579628
-22.488034370479326,0.00062661348747043613,0.00029216500468942679
-22.453085099232631,0.0006451122288380249,0.00031138909967840699
-22.418135827985935,0.00066409308102059663,0.00033177454565794435
-22.383186556739243,0.00068356651818415166,0.00035338423178096274
-22.348237285492552,0.00070354317778067435,0.00037628397036883562
-22.313288014245856,0.00072403386118260668,0.00040054260249379556
-22.278338742999161,0.00074504953425602192,0.000426232105542612
-22.243389471752465,0.00076660132787036985,0.00045342770268209606
-22.20844020050577,0.00078870053834265998,0.0004822079741375225
-22.173490929259074,0.00081135862781391076,0.00051265497018531758
-22.138541658012382,0.00083458722455571389,0.000544854325751137
-22.10359238676569,0.00085839812320470644,0.00057889537649397451
-22.068643115518995,0.00088280328492276023,0.0006148712762459544
-22.0336938442723,0.00090781483748065953,0.0006528791156662835
-21.998744573025604,0.00093344507526307147,0.00069302004195621772
-21.963795301778909,0.00095970645919254526,0.00073539937946991932
-21.928846030532217,0.00098661161657030683,0.00078012675104390124
-21.893896759285521,0.0010141733408316231,0.00082731619985518734
-21.858947488038829,0.0010424045912134209,0.00087708631160541184
-21.823998216792134,0.0010713184923320002,0.00092956033681517044
-21.789048945545439,0.0011009283336684734,0.00098486631299934783
-21.754099674298743,0.0011312475689597579,0.0010431371864808414
-21.719150403052048,0.0011622898154928282,0.0011045109335861877
-21.684201131805356,0.0011940688532999723,0.0011691306809527501
-21.64925186055866,0.001226598624252836,0.0012371448246631402
-21.614302589311968,0.0012598932310529346,0.0013087071479082322
-21.579353318065273,0.0012939669361165399,0.0013839769368662114
-21.544404046818578,0.0013288341603515685,0.0014631190944705251
-21.509454775571882,0.0013645094818243819,0.0015463042517256977
-21.474505504325187,0.0014010076343142456,0.0016337088762155855
-21.439556233078495,0.0014383435057533007,0.0017255153774346722
-21.404606961831799,0.0014765321365498929,0.0018219122085591129
-21.369657690585107,0.0015155887177930978,0.0019230939642603153
-21.334708419338412,0.0015555285893364018,0.0020292614741507353
-21.299759148091717,0.0015963672377583688,0.0021406218914378334
-21.264809876845021,0.0016381202941983259,0.0022573887763498389
-21.229860605598326,0.001680803532064993,0.0023797821738841454
-21.194911334351634,0.0017244328646160935,0.002508028685417326
-21.159962063104942,0.0017690243424069926,0.0026423615337043934
-21.125012791858246,0.0018145941506064358,0.0027830206207838373
-21.090063520611551,0.001861158606177525,0.0029302525782949683
-21.055114249364856,0.0019087341549221322,0.0030843108097045858
-21.02016497811816,0.0019573373683869091,0.0032454555239311163
-20.985215706871468,0.0020069849406292146,0.0034139537598466079
-20.950266435624773,0.0020576936848412724,0.0035900794011301221
-20.915317164378081,0.0021094805298308528,0.0037741131809396634
-20.880367893131385,0.0021623625163570449,0.003966342675865612
-20.84541862188469,0.0022163567933194644,0.0041670622886239
-20.810469350637995,0.0022714806137995509,0.0043765732189454207
-20.775520079391299,0.0023277513309525101,0.0045951834221162171
-20.740570808144607,0.0023851863937485924,0.0048232075546232192
-20.705621536897912,0.0024438033425624927,0.0050609669063617305
-20.67067226565122,0.0025036198046095967,0.0053087893188632513
-20.635722994404524,0.0025646534892281247,0.0055670090890074979
-20.600773723157829,0.0026269221830059848,0.0058359668576871016
-20.565824451911134,0.0026904437447515012,0.0061160094829024311
-20.530875180664438,0.0027552361003071327,0.0064074898967722673
-20.495925909417746,0.0028213172372053637,0.006710766945957551
-20.460976638171051,0.0028887051991661524,0.0070262052150085012
-20.426027366924359,0.0029574180804352434,0.0073541748321593022
-20.391078095677663,0.0030274740199629749,0.0076950512571127795
-20.356128824430968,0.0030988911954230327,0.0080492150503740732
-20.321179553184272,0.003171687817070965,0.008417051623715005
-20.286230281937577,0.0032458821214421682,0.0087989509713719792
-20.251281010690885,0.0033214923648893012,0.0091953073816056392
-20.21633173944419,0.0033985368169591372,0.0096065191282775787
-20.181382468197498,0.0034770337536088641,0.010032988142127146
-20.146433196950802,0.0035570014502622413,0.010475119661464468
-20.111483925704107,0.0036384581747057978,0.010933321862026424
-20.076534654457411,0.0037214221798255922,0.011408005465779995
-20.041585383210716,0.003805911696185168,0.01189958332849325
-20.006636111964024,0.0038919449244452608,0.012408470005934161
-19.971686840717332,0.0039795400276262599,0.012935081298599653
-19.936737569470637,0.0040687151232142085,0.013479833774919769
-19.901788298223941,0.0041594882751114946,0.014043144272928418
-19.866839026977246,0.0042518774854334871,0.014625429380439934
-19.83188975573055,0.004345900686152324,0.015227104893819284
-19.796940484483859,0.0044415757305894836,0.015848585255486099
-19.761991213237163,0.0045389203847586001,0.01649028297034582
-19.727041941990471,0.0046379523185602969,0.017152608001395113
-19.692092670743776,0.0047386890968310856,0.017835967144807691
-19.65714339949708,0.0048411481702480413,0.018540763384861391
-19.622194128250385,0.0049453468660917181,0.019267395229130339
-19.587244857003689,0.0050513023788694589,0.02001625602442441
-19.552295585756998,0.005159031760801543,0.020787733254021164
-19.517346314510302,0.0052685519121728978,0.021582207816799159
-19.48239704326361,0.005379879571552882,0.022400053288943386
-19.447447772016915,0.0054930313058863629,0.023241635168962108
-19.412498500770219,0.0056080235004587597,0.024107310106815095
-19.377549229523524,0.0057248723487385795,0.024997425118023883
-19.342599958276828,0.005843593842100551,0.025912316783697004
-19.307650687030137,0.005964203759432957,0.026852310437471775
-19.272701415783441,0.0060867176566328498,0.027817719340439983
-19.237752144536749,0.0062111508559927111,0.028808843845188847
-19.202802873290054,0.0063375184354828983,0.029825970550158492
-19.167853602043358,0.0064658352179335007,0.03086937144557611
-19.132904330796663,0.0065961157601203543,0.03193930305229644
-19.097955059549967,0.0067283743417591475,0.03303600555493736
-19.063005788303276,0.0068626249544125129,0.034159701930762294
-19.028056517056584,0.0069988812903146631,0.035310597075821563
-18.993107245809888,0.0071371567311184058,0.036488876929921532
-18.958157974563193,0.0072774643365695656,0.037694707602047836
-18.923208703316497,0.0074198168331140466,0.038928234497923611
-18.888259432069802,0.0075642266024426325,0.040189581451432976
-18.85331016082311,0.00771070566997927,0.041478849861691106
-18.818360889576415,0.0078592656933180911,0.042796117837587716
-18.783411618329723,0.0080099179506150555,0.044141439351671474
-18.748462347083027,0.0081626733289402627,0.045514843405287754
-18.713513075836332,0.0083175423125965778,0.046916333206910424
-18.678563804589636,0.0084745349714109956,0.048345885365648392
-18.643614533342941,0.008633660949004961,0.04980344910192995
-18.608665262096249,0.0087949294510500167,0.05128894547739471
-18.573715990849553,0.0089583492335154283,0.052802266646042671
-18.538766719602862,0.0091239285909142636,0.054343275128701678
-18.503817448356166,0.0092916753445550018,0.055911803112891227
-18.468868177109471,0.0094615968308053282,0.057507651780156918
-18.433918905862775,0.0096336998893754352,0.059130590662959087
-18.39896963461608,0.0098079908516276633,0.060780357033187009
-18.364020363369388,0.0099844755289200272,0.062456655324363099
-18.329071092122692,0.010163159200991022,0.064159156589585556
-18.294121820876001,0.010344046604392733,0.065887497997232425
-18.259172549629305,0.010527141920980667,0.067641282366429953
-18.22422327838261,0.010712448766467056,0.069420077744245093
-18.189274007135914,0.010899970179046169,0.07122341702653312
-18.154324735889219,0.01108970860809907,0.073050797624317876
-18.119375464642527,0.011281665902985882,0.074901681177536053
-18.084426193395831,0.011475843301933757,0.076775493317919288
-18.04947692214914,0.011672241421028207,0.07867162348272097
